ProcedureURN,ProcedureID,Active,Procedures,Description
2507,0D1M4ZN	,1,BYPASS DESCENDING COLON TO SIGMOID COLON; PERCUTANEOUS ENDOSCOPIC APPROACH	,
2508,0D1M8ZN	,1,BYPASS DESCENDING COLON TO SIGMOID COLON; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC	,NULL
2519,0D190Z4	,1,BYPASS DUODENUM TO CUTANEOUS; OPEN APPROACH	,NULL
2546,0D1907A	,1,BYPASS DUODENUM TO JEJUNUM WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
2547,0D1947A	,1,BYPASS DUODENUM TO JEJUNUM WITH AUTOLOGOUS TISSUE SUBSTITUTE; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
2555,0D190ZA	,1,BYPASS DUODENUM TO JEJUNUM; OPEN APPROACH	,NULL
2556,0D194ZA	,1,BYPASS DUODENUM TO JEJUNUM; PERCUTANEOUS ENDOSCOPIC APPROACH	,
2588,0D150J4	,1,BYPASS ESOPHAGUS TO CUTANEOUS WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
2619,0D1507A	,1,BYPASS ESOPHAGUS TO JEJUNUM WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
2620,0D1547A	,1,BYPASS ESOPHAGUS TO JEJUNUM WITH AUTOLOGOUS TISSUE SUBSTITUTE; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
2628,0D150ZA	,1,BYPASS ESOPHAGUS TO JEJUNUM; OPEN APPROACH	,NULL
2629,0D154ZA	,1,BYPASS ESOPHAGUS TO JEJUNUM; PERCUTANEOUS ENDOSCOPIC APPROACH	,
2638,0D154J6	,1,BYPASS ESOPHAGUS TO STOMACH WITH SYNTHETIC SUBSTITUTE; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
2640,0D150Z6	,1,BYPASS ESOPHAGUS TO STOMACH; OPEN APPROACH	,
2641,0D154Z6	,1,BYPASS ESOPHAGUS TO STOMACH; PERCUTANEOUS ENDOSCOPIC APPROACH	,
2657,0F140Z3	,1,BYPASS GALLBLADDER TO DUODENUM; OPEN APPROACH	,NULL
2669,0F140ZB	,1,BYPASS GALLBLADDER TO SMALL INTESTINE; OPEN APPROACH	,NULL
2720,0D1B0ZQ	,1,BYPASS ILEUM TO ANUS; OPEN APPROACH	,
2723,0D1B07K	,1,BYPASS ILEUM TO ASCENDING COLON WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
2732,0D1B0ZK	,1,BYPASS ILEUM TO ASCENDING COLON; OPEN APPROACH	,NULL
2735,0D1B07H	,1,BYPASS ILEUM TO CECUM WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
2736,0D1B47H	,1,BYPASS ILEUM TO CECUM WITH AUTOLOGOUS TISSUE SUBSTITUTE; PERCUTANEOUS ENDOSCOPIC APPROACH	,
2744,0D1B0ZH	,1,BYPASS ILEUM TO CECUM; OPEN APPROACH	,NULL
2747,0D1B074	,1,BYPASS ILEUM TO CUTANEOUS WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
2748,0D1B474	,1,BYPASS ILEUM TO CUTANEOUS WITH AUTOLOGOUS TISSUE SUBSTITUTE; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
2749,0D1B874	,1,BYPASS ILEUM TO CUTANEOUS WITH AUTOLOGOUS TISSUE SUBSTITUTE; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC	,NULL
2753,0D1B0J4	,1,BYPASS ILEUM TO CUTANEOUS WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
2757,0D1B0Z4	,1,BYPASS ILEUM TO CUTANEOUS; OPEN APPROACH	,NULL
2758,0D1B4Z4	,1,BYPASS ILEUM TO CUTANEOUS; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
2759,0D1B8Z4	,1,BYPASS ILEUM TO CUTANEOUS; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC	,
2760,0D1B07M	,1,BYPASS ILEUM TO DESCENDING COLON WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
2772,0D1B07B	,1,BYPASS ILEUM TO ILEUM WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
2781,0D1B0ZB	,1,BYPASS ILEUM TO ILEUM; OPEN APPROACH	,NULL
2782,0D1B4ZB	,1,BYPASS ILEUM TO ILEUM; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
2793,0D1B0ZP	,1,BYPASS ILEUM TO RECTUM; OPEN APPROACH	,
2794,0D1B4ZP	,1,BYPASS ILEUM TO RECTUM; PERCUTANEOUS ENDOSCOPIC APPROACH	,
2796,0D1B07N	,1,BYPASS ILEUM TO SIGMOID COLON WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
2803,0D1B4JN	,1,BYPASS ILEUM TO SIGMOID COLON WITH SYNTHETIC SUBSTITUTE; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
2805,0D1B0ZN	,1,BYPASS ILEUM TO SIGMOID COLON; OPEN APPROACH	,NULL
2808,0D1B07L	,1,BYPASS ILEUM TO TRANSVERSE COLON WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
2809,0D1B47L	,1,BYPASS ILEUM TO TRANSVERSE COLON WITH AUTOLOGOUS TISSUE SUBSTITUTE; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
2817,0D1B4ZL	,1,BYPASS ILEUM TO TRANSVERSE COLON; PERCUTANEOUS ENDOSCOPIC APPROACH	,
2847,061009Y	,1,BYPASS INFERIOR VENA CAVA TO LOWER VEIN WITH AUTOLOGOUS VENOUS TISSUE; OPEN APPROACH	,NULL
2851,06100JY	,1,BYPASS INFERIOR VENA CAVA TO LOWER VEIN WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,
2863,06100J5	,1,BYPASS INFERIOR VENA CAVA TO SUPERIOR MESENTERIC VEIN WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,
2913,031209F	,1,BYPASS INNOMINATE ARTERY TO LOWER ARM VEIN WITH AUTOLOGOUS VENOUS TISSUE; OPEN APPROACH	,NULL
2916,03120ZF	,1,BYPASS INNOMINATE ARTERY TO LOWER ARM VEIN; OPEN APPROACH	,NULL
2936,03120Z0	,1,BYPASS INNOMINATE ARTERY TO RIGHT UPPER ARM ARTERY; OPEN APPROACH	,NULL
2946,03120ZD	,1,BYPASS INNOMINATE ARTERY TO UPPER ARM VEIN; OPEN APPROACH	,NULL
3000,0D1A074	,1,BYPASS JEJUNUM TO CUTANEOUS WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
3006,0D1A0J4	,1,BYPASS JEJUNUM TO CUTANEOUS WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
3007,0D1A3J4	,1,BYPASS JEJUNUM TO CUTANEOUS WITH SYNTHETIC SUBSTITUTE; PERCUTANEOUS APPROACH	,NULL
3008,0D1A4J4	,1,BYPASS JEJUNUM TO CUTANEOUS WITH SYNTHETIC SUBSTITUTE; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
3010,0D1A0Z4	,1,BYPASS JEJUNUM TO CUTANEOUS; OPEN APPROACH	,NULL
3025,0D1A07B	,1,BYPASS JEJUNUM TO ILEUM WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
3036,0D1A07A	,1,BYPASS JEJUNUM TO JEJUNUM WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
3037,0D1A47A	,1,BYPASS JEJUNUM TO JEJUNUM WITH AUTOLOGOUS TISSUE SUBSTITUTE; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
3045,0D1A0ZA	,1,BYPASS JEJUNUM TO JEJUNUM; OPEN APPROACH	,NULL
3046,0D1A4ZA	,1,BYPASS JEJUNUM TO JEJUNUM; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
3084,318091,1,"BYPASS L BRACHIAL TO UPPER ARTERY,AUTOLOGOUS,OPEN",NULL
3085,0D1E0Z4,1,BYPASS LARGE INTESTINE TO CUTANEOUS; OPEN APPROACH,NULL
3087,08133J4	,1,BYPASS LEFT ANTERIOR CHAMBER TO SCLERA WITH SYNTHETIC SUBSTITUTE; PERCUTANEOUS APPROACH	,NULL
3088,08133Z4	,1,BYPASS LEFT ANTERIOR CHAMBER TO SCLERA; PERCUTANEOUS APPROACH	,NULL
3158,03160Z1	,1,BYPASS LEFT AXILLARY ARTERY TO LEFT UPPER ARM ARTERY; OPEN APPROACH	,NULL
3165,031609F	,1,BYPASS LEFT AXILLARY ARTERY TO LOWER ARM VEIN WITH AUTOLOGOUS VENOUS TISSUE; OPEN APPROACH	,NULL
3167,03160JF	,1,BYPASS LEFT AXILLARY ARTERY TO LOWER ARM VEIN WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
3168,03160ZF	,1,BYPASS LEFT AXILLARY ARTERY TO LOWER ARM VEIN; OPEN APPROACH	,NULL
3194,03160AD	,1,BYPASS LEFT AXILLARY ARTERY TO UPPER ARM VEIN WITH AUTOLOGOUS ARTERIAL TISSUE; OPEN APPROACH	,NULL
3195,031609D	,1,BYPASS LEFT AXILLARY ARTERY TO UPPER ARM VEIN WITH AUTOLOGOUS VENOUS TISSUE; OPEN APPROACH	,NULL
3197,03160JD	,1,BYPASS LEFT AXILLARY ARTERY TO UPPER ARM VEIN WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
3198,03160ZD	,1,BYPASS LEFT AXILLARY ARTERY TO UPPER ARM VEIN; OPEN APPROACH	,NULL
3199,05180AY	,1,BYPASS LEFT AXILLARY VEIN TO UPPER VEIN WITH AUTOLOGOUS ARTERIAL TISSUE; OPEN APPROACH	,NULL
3203,051809Y	,1,BYPASS LEFT AXILLARY VEIN TO UPPER VEIN WITH AUTOLOGOUS VENOUS TISSUE; OPEN APPROACH	,NULL
3207,05180JY	,1,BYPASS LEFT AXILLARY VEIN TO UPPER VEIN WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
3209,05180ZY	,1,BYPASS LEFT AXILLARY VEIN TO UPPER VEIN; OPEN APPROACH	,NULL
3211,051C0AY	,1,BYPASS LEFT BASILIC VEIN TO UPPER VEIN WITH AUTOLOGOUS ARTERIAL TISSUE; OPEN APPROACH	,NULL
3213,051C07Y	,1,BYPASS LEFT BASILIC VEIN TO UPPER VEIN WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
3215,051C09Y	,1,BYPASS LEFT BASILIC VEIN TO UPPER VEIN WITH AUTOLOGOUS VENOUS TISSUE; OPEN APPROACH	,NULL
3219,051C0JY	,1,BYPASS LEFT BASILIC VEIN TO UPPER VEIN WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
3221,051C0ZY	,1,BYPASS LEFT BASILIC VEIN TO UPPER VEIN; OPEN APPROACH	,NULL
3231,03180J1	,1,BYPASS LEFT BRACHIAL ARTERY TO LEFT UPPER ARM ARTERY WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
3232,03180Z1	,1,BYPASS LEFT BRACHIAL ARTERY TO LEFT UPPER ARM ARTERY; OPEN APPROACH	,NULL
3233,03180AF	,1,BYPASS LEFT BRACHIAL ARTERY TO LOWER ARM VEIN WITH AUTOLOGOUS ARTERIAL TISSUE; OPEN APPROACH	,NULL
3234,031809F	,1,BYPASS LEFT BRACHIAL ARTERY TO LOWER ARM VEIN WITH AUTOLOGOUS VENOUS TISSUE; OPEN APPROACH	,NULL
3236,03180JF	,1,BYPASS LEFT BRACHIAL ARTERY TO LOWER ARM VEIN WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
3237,03180ZF	,1,BYPASS LEFT BRACHIAL ARTERY TO LOWER ARM VEIN; OPEN APPROACH	,NULL
3238,03180AD	,1,BYPASS LEFT BRACHIAL ARTERY TO UPPER ARM VEIN WITH AUTOLOGOUS ARTERIAL TISSUE; OPEN APPROACH	,NULL
3239,031809D	,1,BYPASS LEFT BRACHIAL ARTERY TO UPPER ARM VEIN WITH AUTOLOGOUS VENOUS TISSUE; OPEN APPROACH	,NULL
3241,03180JD	,1,BYPASS LEFT BRACHIAL ARTERY TO UPPER ARM VEIN WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
3242,03180ZD	,1,BYPASS LEFT BRACHIAL ARTERY TO UPPER ARM VEIN; OPEN APPROACH	,NULL
3243,051A0ZY	,1,BYPASS LEFT BRACHIAL VEIN TO UPPER VEIN (OPEN),NULL
3246,051A07Y	,1,BYPASS LEFT BRACHIAL VEIN TO UPPER VEIN WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
3248,051A09Y	,1,BYPASS LEFT BRACHIAL VEIN TO UPPER VEIN WITH AUTOLOGOUS VENOUS TISSUE; OPEN APPROACH	,NULL
3255,051F0AY	,1,BYPASS LEFT CEPHALIC VEIN TO UPPER VEIN WITH AUTOLOGOUS ARTERIAL TISSUE; OPEN APPROACH	,NULL
3257,051F07Y	,1,BYPASS LEFT CEPHALIC VEIN TO UPPER VEIN WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
3259,051F09Y	,1,BYPASS LEFT CEPHALIC VEIN TO UPPER VEIN WITH AUTOLOGOUS VENOUS TISSUE; OPEN APPROACH	,NULL
3260,051F49Y	,1,BYPASS LEFT CEPHALIC VEIN TO UPPER VEIN WITH AUTOLOGOUS VENOUS TISSUE; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
3263,051F0JY	,1,BYPASS LEFT CEPHALIC VEIN TO UPPER VEIN WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,
3265,051F0ZY	,1,BYPASS LEFT CEPHALIC VEIN TO UPPER VEIN; OPEN APPROACH	,NULL
3387,041D0A4	,1,BYPASS LEFT COMMON ILIAC ARTERY TO LEFT RENAL ARTERY WITH AUTOLOGOUS ARTERIAL TISSUE; OPEN APPROACH	,NULL
3389,041D094	,1,BYPASS LEFT COMMON ILIAC ARTERY TO LEFT RENAL ARTERY WITH AUTOLOGOUS VENOUS TISSUE; OPEN APPROACH	,NULL
3391,041D0K4	,1,BYPASS LEFT COMMON ILIAC ARTERY TO LEFT RENAL ARTERY WITH NONAUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
3393,041D0J4	,1,BYPASS LEFT COMMON ILIAC ARTERY TO LEFT RENAL ARTERY WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
3395,041D0Z4	,1,BYPASS LEFT COMMON ILIAC ARTERY TO LEFT RENAL ARTERY; OPEN APPROACH	,NULL
3542,041J0ZF	,1,BYPASS LEFT EXTERNAL ILIAC ARTERY TO LEFT EXTERNAL ILIAC ARTERY; OPEN APPROACH	,NULL
3554,041J0AB	,1,BYPASS LEFT EXTERNAL ILIAC ARTERY TO LEFT INTERNAL ILIAC ARTERY WITH AUTOLOGOUS ARTERIAL TISSUE; OPEN APPROACH	,NULL
3610,061G0KY	,1,BYPASS LEFT EXTERNAL ILIAC VEIN TO LOWER VEIN WITH NONAUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
3686,041L09J	,1,BYPASS LEFT FEMORAL ARTERY TO LEFT FEMORAL ARTERY WITH AUTOLOGOUS VENOUS TISSUE; OPEN APPROACH	,
3706,041L09S	,1,BYPASS LEFT FEMORAL ARTERY TO LOWER EXTREMITY VEIN WITH AUTOLOGOUS VENOUS TISSUE; OPEN APPROACH	,NULL
3710,041L0JS	,1,BYPASS LEFT FEMORAL ARTERY TO LOWER EXTREMITY VEIN WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
3712,041L0ZS	,1,BYPASS LEFT FEMORAL ARTERY TO LOWER EXTREMITY VEIN; OPEN APPROACH	,NULL
3724,041L0AL	,1,BYPASS LEFT FEMORAL ARTERY TO POPLITEAL ARTERY WITH AUTOLOGOUS ARTERIAL TISSUE; OPEN APPROACH	,
3744,041L0AH	,1,BYPASS LEFT FEMORAL ARTERY TO RIGHT FEMORAL ARTERY WITH AUTOLOGOUS ARTERIAL TISSUE; OPEN APPROACH	,NULL
3750,041L0JH	,1,BYPASS LEFT FEMORAL ARTERY TO RIGHT FEMORAL ARTERY WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
3758,061N09Y	,1,BYPASS LEFT FEMORAL VEIN TO LOWER VEIN WITH AUTOLOGOUS VENOUS TISSUE; OPEN APPROACH	,NULL
3762,061N0JY	,1,BYPASS LEFT FEMORAL VEIN TO LOWER VEIN WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
3780,061Q07Y	,1,BYPASS LEFT GREATER SAPHENOUS VEIN TO LOWER VEIN WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
3828,0F160ZB	,1,BYPASS LEFT HEPATIC DUCT TO SMALL INTESTINE; OPEN APPROACH	,NULL
3829,0F164ZB	,1,BYPASS LEFT HEPATIC DUCT TO SMALL INTESTINE; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
3860,05140ZY	,1,BYPASS LEFT INNOMINATE VEIN TO UPPER VEIN; OPEN APPROACH	,NULL
3861,05144ZY	,1,BYPASS LEFT INNOMINATE VEIN TO UPPER VEIN; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
3931,041F0KB	,1,BYPASS LEFT INTERNAL ILIAC ARTERY TO LEFT INTERNAL ILIAC ARTERY WITH NONAUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
3989,0T1407B	,1,BYPASS LEFT KIDNEY PELVIS TO BLADDER WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
3991,0T140KB	,1,BYPASS LEFT KIDNEY PELVIS TO BLADDER WITH NONAUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
3995,0T140ZB	,1,BYPASS LEFT KIDNEY PELVIS TO BLADDER; OPEN APPROACH	,
3996,0T144ZB	,1,BYPASS LEFT KIDNEY PELVIS TO BLADDER; PERCUTANEOUS ENDOSCOPIC APPROACH	,
4051,0T140Z7	,1,BYPASS LEFT KIDNEY PELVIS TO LEFT URETER; OPEN APPROACH	,NULL
4052,0T144Z7	,1,BYPASS LEFT KIDNEY PELVIS TO LEFT URETER; PERCUTANEOUS ENDOSCOPIC APPROACH	,
4067,0T140Z6	,1,BYPASS LEFT KIDNEY PELVIS TO RIGHT URETER; OPEN APPROACH	,
4122,041N09S	,1,BYPASS LEFT POPLITEAL ARTERY TO LOWER EXTREMITY VEIN WITH AUTOLOGOUS VENOUS TISSUE; OPEN APPROACH	,
4151,031C094	,1,BYPASS LEFT RADIAL ARTERY TO LEFT LOWER ARM ARTERY WITH AUTOLOGOUS VENOUS TISSUE; OPEN APPROACH	,NULL
4154,031C0Z4	,1,BYPASS LEFT RADIAL ARTERY TO LEFT LOWER ARM ARTERY; OPEN APPROACH	,
4155,031C0AF	,1,BYPASS LEFT RADIAL ARTERY TO LOWER ARM VEIN WITH AUTOLOGOUS ARTERIAL TISSUE; OPEN APPROACH	,NULL
4156,031C09F	,1,BYPASS LEFT RADIAL ARTERY TO LOWER ARM VEIN WITH AUTOLOGOUS VENOUS TISSUE; OPEN APPROACH	,NULL
4158,031C0JF	,1,BYPASS LEFT RADIAL ARTERY TO LOWER ARM VEIN WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
4159,031C0ZF	,1,BYPASS LEFT RADIAL ARTERY TO LOWER ARM VEIN; OPEN APPROACH	,NULL
4163,061B47Y	,1,BYPASS LEFT RENAL VEIN TO LOWER VEIN WITH AUTOLOGOUS TISSUE SUBSTITUTE; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
4164,061B09Y	,1,BYPASS LEFT RENAL VEIN TO LOWER VEIN WITH AUTOLOGOUS VENOUS TISSUE; OPEN APPROACH	,NULL
4170,061B0ZY	,1,BYPASS LEFT RENAL VEIN TO LOWER VEIN; OPEN APPROACH	,NULL
4261,03140ZD	,1,BYPASS LEFT SUBCLAVIAN ARTERY TO UPPER ARM VEIN; OPEN APPROACH	,NULL
4270,05160JY	,1,BYPASS LEFT SUBCLAVIAN VEIN TO UPPER VEIN WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,
4284,031A0AF	,1,BYPASS LEFT ULNAR ARTERY TO LOWER ARM VEIN WITH AUTOLOGOUS ARTERIAL TISSUE; OPEN APPROACH	,
4285,031A09F	,1,BYPASS LEFT ULNAR ARTERY TO LOWER ARM VEIN WITH AUTOLOGOUS VENOUS TISSUE; OPEN APPROACH	,NULL
4287,031A0JF	,1,BYPASS LEFT ULNAR ARTERY TO LOWER ARM VEIN WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
4288,031A0ZF	,1,BYPASS LEFT ULNAR ARTERY TO LOWER ARM VEIN; OPEN APPROACH	,
4289,0T1707B	,1,BYPASS LEFT URETER TO BLADDER WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
4294,0T174ZB	,1,BYPASS LEFT URETER TO BLADDER; PERCUTANEOUS ENDOSCOPIC APPROACH	,
4303,0T17078	,1,BYPASS LEFT URETER TO COLON WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
4311,0T1747D	,1,BYPASS LEFT URETER TO CUTANEOUS WITH AUTOLOGOUS TISSUE SUBSTITUTE; PERCUTANEOUS ENDOSCOPIC APPROACH	,
4317,0T174ZD	,1,BYPASS LEFT URETER TO CUTANEOUS; PERCUTANEOUS ENDOSCOPIC APPROACH	,
4318,0T1707C	,1,BYPASS LEFT URETER TO ILEOCUTANEOUS WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,
4319,0T1747C	,1,BYPASS LEFT URETER TO ILEOCUTANEOUS WITH AUTOLOGOUS TISSUE SUBSTITUTE; PERCUTANEOUS ENDOSCOPIC APPROACH	,
4324,0T174ZC	,1,BYPASS LEFT URETER TO ILEOCUTANEOUS; PERCUTANEOUS ENDOSCOPIC APPROACH	,
4325,0T1707A	,1,BYPASS LEFT URETER TO ILEUM WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
4326,0T1747A	,1,BYPASS LEFT URETER TO ILEUM WITH AUTOLOGOUS TISSUE SUBSTITUTE; PERCUTANEOUS ENDOSCOPIC APPROACH	,
4332,0T174ZA	,1,BYPASS LEFT URETER TO ILEUM; PERCUTANEOUS ENDOSCOPIC APPROACH	,
4333,0T17077	,1,BYPASS LEFT URETER TO LEFT URETER WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
4340,0T174Z7	,1,BYPASS LEFT URETER TO LEFT URETER; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
4341,0T17076	,1,BYPASS LEFT URETER TO RIGHT URETER WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
4347,0T170Z6	,1,BYPASS LEFT URETER TO RIGHT URETER; OPEN APPROACH	,
4557,0F170ZB,1,BYPASS OF HEPATIC DUCT COMMON OPEN SMALL INTESTINE,NULL
4558,031809W,1,BYPASS OF LEFT BRACHIAL ARTERY TO LOWER EXTREMITY,NULL
4561,0F1G0Z3	,1,BYPASS PANCREAS TO DUODENUM; OPEN APPROACH	,NULL
4569,0F1G0ZB	,1,BYPASS PANCREAS TO SMALL INTESTINE; OPEN APPROACH	,NULL
4570,0F1G4ZB	,1,BYPASS PANCREAS TO SMALL INTESTINE; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
4573,0F1D0Z3	,1,BYPASS PANCREATIC DUCT TO DUODENUM; OPEN APPROACH	,NULL
4581,0F1D0ZB	,1,BYPASS PANCREATIC DUCT TO SMALL INTESTINE; OPEN APPROACH	,NULL
4582,0F1D4ZB	,1,BYPASS PANCREATIC DUCT TO SMALL INTESTINE; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
4597,0W1G3J4	,1,BYPASS PERITONEAL CAVITY TO CUTANEOUS WITH SYNTHETIC SUBSTITUTE; PERCUTANEOUS APPROACH	,NULL
4620,06184ZB	,1,BYPASS PORTAL VEIN TO LEFT RENAL VEIN; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
4631,06180JY	,1,BYPASS PORTAL VEIN TO LOWER VEIN WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
4649,08123Z4	,1,BYPASS RIGHT ANTERIOR CHAMBER TO SCLERA; PERCUTANEOUS APPROACH	,NULL
4650,02160Z7	,1,BYPASS RIGHT ATRIUM TO LEFT ATRIUM; OPEN APPROACH	,
4728,031509F	,1,BYPASS RIGHT AXILLARY ARTERY TO LOWER ARM VEIN WITH AUTOLOGOUS VENOUS TISSUE; OPEN APPROACH	,NULL
4731,03150ZF	,1,BYPASS RIGHT AXILLARY ARTERY TO LOWER ARM VEIN; OPEN APPROACH	,
4751,03150Z0	,1,BYPASS RIGHT AXILLARY ARTERY TO RIGHT UPPER ARM ARTERY; OPEN APPROACH	,NULL
4758,031509D	,1,BYPASS RIGHT AXILLARY ARTERY TO UPPER ARM VEIN WITH AUTOLOGOUS VENOUS TISSUE; OPEN APPROACH	,NULL
4760,03150JD	,1,BYPASS RIGHT AXILLARY ARTERY TO UPPER ARM VEIN WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
4761,03150ZD	,1,BYPASS RIGHT AXILLARY ARTERY TO UPPER ARM VEIN; OPEN APPROACH	,NULL
4766,051709Y	,1,BYPASS RIGHT AXILLARY VEIN TO UPPER VEIN WITH AUTOLOGOUS VENOUS TISSUE; OPEN APPROACH	,NULL
4770,05170JY	,1,BYPASS RIGHT AXILLARY VEIN TO UPPER VEIN WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,
4776,051B07Y	,1,BYPASS RIGHT BASILIC VEIN TO UPPER VEIN WITH AUTOLOGOUS TISSUE SUBSTITUTE; OPEN APPROACH	,NULL
4777,051B47Y	,1,BYPASS RIGHT BASILIC VEIN TO UPPER VEIN WITH AUTOLOGOUS TISSUE SUBSTITUTE; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
4778,051B09Y	,1,BYPASS RIGHT BASILIC VEIN TO UPPER VEIN WITH AUTOLOGOUS VENOUS TISSUE; OPEN APPROACH	,NULL
4782,051B0JY	,1,BYPASS RIGHT BASILIC VEIN TO UPPER VEIN WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
4784,051B0ZY	,1,BYPASS RIGHT BASILIC VEIN TO UPPER VEIN; OPEN APPROACH	,NULL
4786,03170AF	,1,BYPASS RIGHT BRACHIAL ARTERY TO LOWER ARM VEIN WITH AUTOLOGOUS ARTERIAL TISSUE; OPEN APPROACH	,NULL
4787,031709F	,1,BYPASS RIGHT BRACHIAL ARTERY TO LOWER ARM VEIN WITH AUTOLOGOUS VENOUS TISSUE; OPEN APPROACH	,NULL
4789,03170JF	,1,BYPASS RIGHT BRACHIAL ARTERY TO LOWER ARM VEIN WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
4790,03170ZF	,1,BYPASS RIGHT BRACHIAL ARTERY TO LOWER ARM VEIN; OPEN APPROACH	,NULL
4794,03170J3	,1,BYPASS RIGHT BRACHIAL ARTERY TO RIGHT LOWER ARM ARTERY WITH SYNTHETIC SUBSTITUTE; OPEN APPROACH	,NULL
