ProcedureURN,ProcedureID,Active,Procedures,Description
23241,0QBB0ZZ	,1,EXCISION OF RIGHT LOWER FEMUR; OPEN APPROACH	,
23244,0QBB3ZX	,1,EXCISION OF RIGHT LOWER FEMUR; PERCUTANEOUS APPROACH; DIAGNOSTIC	,
23247,0YBH3ZX	,1,"EXCISION OF RIGHT LOWER LEG CARBUNCLE, DIAGNOSTIC",NULL
23248,0KBS0ZZ	,1,EXCISION OF RIGHT LOWER LEG MUSCLE; OPEN APPROACH	,NULL
23254,0HBKXZZ	,1,EXCISION OF RIGHT LOWER LEG SKIN; EXTERNAL APPROACH	,NULL
23255,0HBKXZX	,1,EXCISION OF RIGHT LOWER LEG SKIN; EXTERNAL APPROACH; DIAGNOSTIC	,NULL
23256,0JBN0ZZ	,1,EXCISION OF RIGHT LOWER LEG SUBCUTANEOUS TISSUE AND FASCIA; OPEN APPROACH	,NULL
23257,0JBN0ZX	,1,EXCISION OF RIGHT LOWER LEG SUBCUTANEOUS TISSUE AND FASCIA; OPEN APPROACH; DIAGNOSTIC	,NULL
23258,0JBN3ZZ	,1,EXCISION OF RIGHT LOWER LEG SUBCUTANEOUS TISSUE AND FASCIA; PERCUTANEOUS APPROACH	,
23266,0YBH0ZZ	,1,EXCISION OF RIGHT LOWER LEG; OPEN APPROACH	,NULL
23268,0YBH3ZZ	,1,EXCISION OF RIGHT LOWER LEG; PERCUTANEOUS APPROACH	,NULL
23271,0BB60ZZ	,1,EXCISION OF RIGHT LOWER LOBE BRONCHUS; OPEN APPROACH	,
23281,0BBF0ZZ	,1,EXCISION OF RIGHT LOWER LUNG LOBE; OPEN APPROACH	,
23282,0BBF0ZX	,1,EXCISION OF RIGHT LOWER LUNG LOBE; OPEN APPROACH; DIAGNOSTIC	,
23289,0BBF8ZX	,1,EXCISION OF RIGHT LOWER LUNG LOBE; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC; DIAGNOSTIC	,
23291,0BBK0ZZ	,1,EXCISION OF RIGHT LUNG; OPEN APPROACH	,
23292,0BBK0ZX	,1,EXCISION OF RIGHT LUNG; OPEN APPROACH; DIAGNOSTIC	,NULL
23295,0BBK4ZX	,1,EXCISION OF RIGHT LUNG; PERCUTANEOUS ENDOSCOPIC APPROACH; DIAGNOSTIC	,NULL
23301,0BB30ZX	,1,EXCISION OF RIGHT MAIN BRONCHUS; OPEN APPROACH; DIAGNOSTIC	,NULL
23308,0NBT0ZZ	,1,EXCISION OF RIGHT MANDIBLE; OPEN APPROACH	,NULL
23309,0NBT0ZX	,1,EXCISION OF RIGHT MANDIBLE; OPEN APPROACH; DIAGNOSTIC	,NULL
23310,0NBT3ZZ	,1,EXCISION OF RIGHT MANDIBLE; PERCUTANEOUS APPROACH	,NULL
23311,0NBT3ZX	,1,EXCISION OF RIGHT MANDIBLE; PERCUTANEOUS APPROACH; DIAGNOSTIC	,
23320,0NBR0ZZ	,1,EXCISION OF RIGHT MAXILLA; OPEN APPROACH	,NULL
23321,0NBR0ZX	,1,EXCISION OF RIGHT MAXILLA; OPEN APPROACH; DIAGNOSTIC	,
23322,0NBR3ZZ	,1,EXCISION OF RIGHT MAXILLA; PERCUTANEOUS APPROACH	,
23323,0NBR3ZX	,1,EXCISION OF RIGHT MAXILLA; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
23324,0NBR4ZZ	,1,EXCISION OF RIGHT MAXILLA; PERCUTANEOUS ENDOSCOPIC APPROACH	,
23325,0NBR4ZX	,1,EXCISION OF RIGHT MAXILLA; PERCUTANEOUS ENDOSCOPIC APPROACH; DIAGNOSTIC	,
23326,09BQ0ZZ	,1,EXCISION OF RIGHT MAXILLARY SINUS; OPEN APPROACH	,
23327,09BQ0ZX	,1,EXCISION OF RIGHT MAXILLARY SINUS; OPEN APPROACH; DIAGNOSTIC	,NULL
23328,09BQ3ZX	,1,EXCISION OF RIGHT MAXILLARY SINUS; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
23364,0QBN3ZX	,1,EXCISION OF RIGHT METATARSAL; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
23377,0BB58ZX	,1,EXCISION OF RIGHT MIDDLE LOBE BRONCHUS; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC; DIAGNOSTIC	,NULL
23379,0BBD0ZZ	,1,EXCISION OF RIGHT MIDDLE LUNG LOBE; OPEN APPROACH	,
23380,0BBD0ZX	,1,EXCISION OF RIGHT MIDDLE LUNG LOBE; OPEN APPROACH; DIAGNOSTIC	,
23382,0BBD3ZX	,1,EXCISION OF RIGHT MIDDLE LUNG LOBE; PERCUTANEOUS APPROACH; DIAGNOSTIC	,
23387,0BBD8ZX	,1,EXCISION OF RIGHT MIDDLE LUNG LOBE; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC; DIAGNOSTIC	,
23389,07B10ZZ	,1,EXCISION OF RIGHT NECK LYMPHATIC; OPEN APPROACH	,NULL
23390,07B13ZZ	,1,EXCISION OF RIGHT NECK LYMPHATIC; PERCUTANEOUS APPROACH	,NULL
23392,07B14ZX	,1,EXCISION OF RIGHT NECK LYMPHATIC; PERCUTANEOUS ENDOSCOPIC APPROACH; DIAGNOSTIC	,
23399,0HBWXZZ	,1,EXCISION OF RIGHT NIPPLE; EXTERNAL APPROACH	,
23400,0HBWXZX	,1,EXCISION OF RIGHT NIPPLE; EXTERNAL APPROACH; DIAGNOSTIC	,
23401,0HBW0ZZ	,1,EXCISION OF RIGHT NIPPLE; OPEN APPROACH	,NULL
23402,0HBW0ZX	,1,EXCISION OF RIGHT NIPPLE; OPEN APPROACH; DIAGNOSTIC	,NULL
23411,0NB73ZZ	,1,EXCISION OF RIGHT OCCIPITAL BONE; PERCUTANEOUS APPROACH	,NULL
23416,0NBP0ZX	,1,EXCISION OF RIGHT ORBIT; OPEN APPROACH; DIAGNOSTIC	,NULL
23421,0UB00ZZ	,1,EXCISION OF RIGHT OVARY; OPEN APPROACH	,NULL
23422,0UB00ZX	,1,EXCISION OF RIGHT OVARY; OPEN APPROACH; DIAGNOSTIC	,NULL
23425,0UB04ZZ	,1,EXCISION OF RIGHT OVARY; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
23426,0UB04ZX	,1,EXCISION OF RIGHT OVARY; PERCUTANEOUS ENDOSCOPIC APPROACH; DIAGNOSTIC	,
23428,0UB08ZZ	,1,EXCISION OF RIGHT OVARY; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC	,NULL
23429,0UB08ZX	,1,EXCISION OF RIGHT OVARY; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC; DIAGNOSTIC	,NULL
23447,0CB80ZZ	,1,EXCISION OF RIGHT PAROTID GLAND; OPEN APPROACH	,NULL
23450,0CB83ZX	,1,EXCISION OF RIGHT PAROTID GLAND; PERCUTANEOUS APPROACH; DIAGNOSTIC	,
23457,0QB20ZZ	,1,EXCISION OF RIGHT PELVIC BONE; OPEN APPROACH	,NULL
23458,0QB20ZX	,1,EXCISION OF RIGHT PELVIC BONE; OPEN APPROACH; DIAGNOSTIC	,
23460,0QB23ZX	,1,EXCISION OF RIGHT PELVIC BONE; PERCUTANEOUS APPROACH; DIAGNOSTIC	,
23469,0BBN8ZX,1,EXCISION OF RIGHT PLEURA; ENDO APPROACH DIAGNOSTIC,NULL
23470,0BBN0ZZ	,1,EXCISION OF RIGHT PLEURA; OPEN APPROACH	,
23471,0BBN0ZX	,1,EXCISION OF RIGHT PLEURA; OPEN APPROACH; DIAGNOSTIC	,
23473,0BBN3ZX	,1,EXCISION OF RIGHT PLEURA; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
23487,02BQ0ZZ	,1,EXCISION OF RIGHT PULMONARY ARTERY; OPEN APPROACH	,
23488,02BQ0ZX	,1,EXCISION OF RIGHT PULMONARY ARTERY; OPEN APPROACH; DIAGNOSTIC	,
23499,03BB0ZZ	,1,EXCISION OF RIGHT RADIAL ARTERY; OPEN APPROACH	,NULL
23505,0PBH0ZZ	,1,EXCISION OF RIGHT RADIUS; OPEN APPROACH	,NULL
23511,04B90ZZ	,1,EXCISION OF RIGHT RENAL ARTERY; OPEN APPROACH	,NULL
23517,06B90ZZ	,1,EXCISION OF RIGHT RENAL VEIN; OPEN APPROACH	,NULL
23522,06B94ZX	,1,EXCISION OF RIGHT RENAL VEIN; PERCUTANEOUS ENDOSCOPIC APPROACH; DIAGNOSTIC	,
23525,0PB10ZZ	,1,EXCISION OF RIGHT RIB; OPEN APPROACH	,
23528,0PB13ZX	,1,EXCISION OF RIGHT RIB; PERCUTANEOUS APPROACH; DIAGNOSTIC	,
23530,0PB14ZX	,1,EXCISION OF RIGHT RIB; PERCUTANEOUS ENDOSCOPIC APPROACH; DIAGNOSTIC	,NULL
23539,0PB53ZZ	,1,EXCISION OF RIGHT SCAPULA; PERCUTANEOUS APPROACH	,NULL
23545,0VB10ZZ	,1,EXCISION OF RIGHT SEMINAL VESICLE; OPEN APPROACH	,NULL
23549,0VB14ZZ	,1,EXCISION OF RIGHT SEMINAL VESICLE; PERCUTANEOUS ENDOSCOPIC APPROACH	,
23550,0VB14ZX	,1,EXCISION OF RIGHT SEMINAL VESICLE; PERCUTANEOUS ENDOSCOPIC APPROACH; DIAGNOSTIC	,NULL
23564,0KB50ZX	,1,EXCISION OF RIGHT SHOULDER MUSCLE; OPEN APPROACH; DIAGNOSTIC	,NULL
23570,0XB20ZX	,1,EXCISION OF RIGHT SHOULDER REGION; OPEN APPROACH; DIAGNOSTIC	,
23572,0XB23ZX	,1,EXCISION OF RIGHT SHOULDER REGION; PERCUTANEOUS APPROACH; DIAGNOSTIC	,
23581,0VBF0ZZ	,1,EXCISION OF RIGHT SPERMATIC CORD; OPEN APPROACH	,NULL
23582,0VBF0ZX	,1,EXCISION OF RIGHT SPERMATIC CORD; OPEN APPROACH; DIAGNOSTIC	,
23583,0VBF3ZZ	,1,EXCISION OF RIGHT SPERMATIC CORD; PERCUTANEOUS APPROACH	,NULL
23584,0VBF3ZX	,1,EXCISION OF RIGHT SPERMATIC CORD; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
23585,0VBF4ZZ	,1,EXCISION OF RIGHT SPERMATIC CORD; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
23587,0NBC0ZZ	,1,EXCISION OF RIGHT SPHENOID BONE; OPEN APPROACH	,NULL
23598,09BW4ZX	,1,EXCISION OF RIGHT SPHENOID SINUS; PERCUTANEOUS ENDOSCOPIC APPROACH; DIAGNOSTIC	,
23605,03B30ZZ	,1,EXCISION OF RIGHT SUBCLAVIAN ARTERY; OPEN APPROACH	,
23611,05B50ZZ	,1,EXCISION OF RIGHT SUBCLAVIAN VEIN; OPEN APPROACH	,NULL
23617,0CBD0ZZ	,1,EXCISION OF RIGHT SUBLINGUAL GLAND; OPEN APPROACH	,
23618,0CBD0ZX	,1,EXCISION OF RIGHT SUBLINGUAL GLAND; OPEN APPROACH; DIAGNOSTIC	,
23621,0CBG0ZZ	,1,EXCISION OF RIGHT SUBMAXILLARY GLAND; OPEN APPROACH	,NULL
23622,0CBG0ZX	,1,EXCISION OF RIGHT SUBMAXILLARY GLAND; OPEN APPROACH; DIAGNOSTIC	,
23623,0CBG3ZZ	,1,EXCISION OF RIGHT SUBMAXILLARY GLAND; PERCUTANEOUS APPROACH	,NULL
23624,0CBG3ZX	,1,EXCISION OF RIGHT SUBMAXILLARY GLAND; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
23625,0GBL0ZZ	,1,EXCISION OF RIGHT SUPERIOR PARATHYROID GLAND; OPEN APPROACH	,
23638,0QBL0ZX	,1,EXCISION OF RIGHT TARSAL; OPEN APPROACH; DIAGNOSTIC	,NULL
23649,0NB50ZZ	,1,EXCISION OF RIGHT TEMPORAL BONE; OPEN APPROACH	,
23661,0VB90ZX	,1,EXCISION OF RIGHT TESTIS; OPEN APPROACH; DIAGNOSTIC	,NULL
23662,0VB93ZZ	,1,EXCISION OF RIGHT TESTIS; PERCUTANEOUS APPROACH	,NULL
23663,0VB93ZX	,1,EXCISION OF RIGHT TESTIS; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
23664,0VB94ZZ	,1,EXCISION OF RIGHT TESTIS; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
23671,0KBH0ZZ	,1,EXCISION OF RIGHT THORAX MUSCLE; OPEN APPROACH	,NULL
23672,0KBH0ZX	,1,EXCISION OF RIGHT THORAX MUSCLE; OPEN APPROACH; DIAGNOSTIC	,
23673,0KBH3ZZ	,1,EXCISION OF RIGHT THORAX MUSCLE; PERCUTANEOUS APPROACH	,
23695,0GBH0ZZ	,1,EXCISION OF RIGHT THYROID GLAND LOBE; OPEN APPROACH	,NULL
23697,0GBH3ZX	,1,EXCISION OF RIGHT THYROID GLAND LOBE; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
23698,0GBH4ZZ	,1,EXCISION OF RIGHT THYROID GLAND LOBE; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
23699,0GBH4ZX	,1,EXCISION OF RIGHT THYROID GLAND LOBE; PERCUTANEOUS ENDOSCOPIC APPROACH; DIAGNOSTIC	,
23700,0QBG0ZZ	,1,EXCISION OF RIGHT TIBIA; OPEN APPROACH	,NULL
23701,0QBG0ZX	,1,EXCISION OF RIGHT TIBIA; OPEN APPROACH; DIAGNOSTIC	,NULL
23724,0KBF0ZZ	,1,EXCISION OF RIGHT TRUNK MUSCLE; OPEN APPROACH	,
23725,0KBF0ZX	,1,EXCISION OF RIGHT TRUNK MUSCLE; OPEN APPROACH; DIAGNOSTIC	,
23736,0VB60ZZ	,1,EXCISION OF RIGHT TUNICA VAGINALIS; OPEN APPROACH	,NULL
23738,0VB63ZZ	,1,EXCISION OF RIGHT TUNICA VAGINALIS; PERCUTANEOUS APPROACH	,NULL
23752,0PBK0ZZ	,1,EXCISION OF RIGHT ULNA; OPEN APPROACH	,
23770,0HBBXZZ	,1,EXCISION OF RIGHT UPPER ARM SKIN; EXTERNAL APPROACH	,NULL
23771,0HBBXZX	,1,EXCISION OF RIGHT UPPER ARM SKIN; EXTERNAL APPROACH; DIAGNOSTIC	,NULL
23772,0JBD0ZZ	,1,EXCISION OF RIGHT UPPER ARM SUBCUTANEOUS TISSUE AND FASCIA; OPEN APPROACH	,NULL
23773,0JBD0ZX	,1,EXCISION OF RIGHT UPPER ARM SUBCUTANEOUS TISSUE AND FASCIA; OPEN APPROACH; DIAGNOSTIC	,
23782,0XB80ZZ	,1,EXCISION OF RIGHT UPPER ARM; OPEN APPROACH	,NULL
23783,0XB80ZX	,1,EXCISION OF RIGHT UPPER ARM; OPEN APPROACH; DIAGNOSTIC	,NULL
23784,0XB83ZZ	,1,EXCISION OF RIGHT UPPER ARM; PERCUTANEOUS APPROACH,NULL
23785,0XB83ZX	,1,EXCISION OF RIGHT UPPER ARM; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
23795,07B30ZX	,1,EXCISION OF RIGHT UPPER EXTREMITY LYMPHATIC; OPEN APPROACH; DIAGNOSTIC	,NULL
23806,08BNXZZ	,1,EXCISION OF RIGHT UPPER EYELID; EXTERNAL APPROACH	,NULL
23809,08BN0ZX	,1,EXCISION OF RIGHT UPPER EYELID; OPEN APPROACH; DIAGNOSTIC	,
23811,08BN3ZX	,1,EXCISION OF RIGHT UPPER EYELID; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
23812,0QB60ZZ	,1,EXCISION OF RIGHT UPPER FEMUR; OPEN APPROACH	,
23818,0KBQ0ZZ	,1,EXCISION OF RIGHT UPPER LEG MUSCLE; OPEN APPROACH	,
23821,0KBQ3ZX	,1,EXCISION OF RIGHT UPPER LEG MUSCLE; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
23824,0HBHXZZ	,1,EXCISION OF RIGHT UPPER LEG SKIN; EXTERNAL APPROACH	,NULL
23825,0HBHXZX	,1,EXCISION OF RIGHT UPPER LEG SKIN; EXTERNAL APPROACH; DIAGNOSTIC	,NULL
23826,0JBL0ZZ	,1,EXCISION OF RIGHT UPPER LEG SUBCUTANEOUS TISSUE AND FASCIA; OPEN APPROACH	,NULL
23827,0JBL0ZX	,1,EXCISION OF RIGHT UPPER LEG SUBCUTANEOUS TISSUE AND FASCIA; OPEN APPROACH; DIAGNOSTIC	,
23836,0YBC0ZZ	,1,EXCISION OF RIGHT UPPER LEG; OPEN APPROACH	,NULL
23837,0YBC0ZX	,1,EXCISION OF RIGHT UPPER LEG; OPEN APPROACH; DIAGNOSTIC	,
23838,0YBC3ZZ	,1,EXCISION OF RIGHT UPPER LEG; PERCUTANEOUS APPROACH	,NULL
23839,0YBC3ZX	,1,EXCISION OF RIGHT UPPER LEG; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
23850,0BB48ZX	,1,EXCISION OF RIGHT UPPER LOBE BRONCHUS; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC; DIAGNOSTIC	,NULL
23852,0BBC0ZZ	,1,EXCISION OF RIGHT UPPER LUNG LOBE; OPEN APPROACH	,
23860,0BBC8ZX	,1,EXCISION OF RIGHT UPPER LUNG LOBE; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC; DIAGNOSTIC	,
23862,0TB60ZZ	,1,EXCISION OF RIGHT URETER; OPEN APPROACH	,NULL
23863,0TB60ZX	,1,EXCISION OF RIGHT URETER; OPEN APPROACH; DIAGNOSTIC	,NULL
23864,0TB63ZZ	,1,EXCISION OF RIGHT URETER; PERCUTANEOUS APPROACH	,NULL
23865,0TB64ZZ	,1,EXCISION OF RIGHT URETER; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
23866,0TB64ZX	,1,EXCISION OF RIGHT URETER; PERCUTANEOUS ENDOSCOPIC APPROACH; DIAGNOSTIC	,NULL
23868,0TB68ZZ	,1,EXCISION OF RIGHT URETER; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC	,NULL
23869,0TB68ZX	,1,EXCISION OF RIGHT URETER; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC; DIAGNOSTIC	,NULL
23871,0VBN0ZZ	,1,EXCISION OF RIGHT VAS DEFERENS; OPEN APPROACH	,
23872,0VBN0ZX	,1,EXCISION OF RIGHT VAS DEFERENS; OPEN APPROACH; DIAGNOSTIC	,
23875,0VBN4ZZ	,1,EXCISION OF RIGHT VAS DEFERENS; PERCUTANEOUS ENDOSCOPIC APPROACH	,
23876,0VBN4ZX	,1,EXCISION OF RIGHT VAS DEFERENS; PERCUTANEOUS ENDOSCOPIC APPROACH; DIAGNOSTIC	,NULL
23877,02BK0ZZ	,1,EXCISION OF RIGHT VENTRICLE; OPEN APPROACH	,
23880,02BK3ZX	,1,EXCISION OF RIGHT VENTRICLE; PERCUTANEOUS APPROACH; DIAGNOSTIC	,
23895,08B43ZZ	,1,EXCISION OF RIGHT VITREOUS; PERCUTANEOUS APPROACH	,
23904,0CBT8ZZ	,1,EXCISION OF RIGHT VOCAL CORD; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC	,NULL
23905,0CBT8ZX	,1,EXCISION OF RIGHT VOCAL CORD; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC; DIAGNOSTIC	,NULL
23919,0XBG0ZZ	,1,EXCISION OF RIGHT WRIST REGION; OPEN APPROACH	,NULL
23934,01BR3ZX	,1,EXCISION OF SACRAL NERVE; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
23955,0QB10ZZ	,1,EXCISION OF SACRUM; OPEN APPROACH	,NULL
23956,0QB10ZX	,1,EXCISION OF SACRUM; OPEN APPROACH; DIAGNOSTIC	,NULL
23957,0QB13ZZ	,1,EXCISION OF SACRUM; PERCUTANEOUS APPROACH	,NULL
23958,0QB13ZX	,1,EXCISION OF SACRUM; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
23961,0HB0XZZ	,1,EXCISION OF SCALP SKIN; EXTERNAL APPROACH	,NULL
23962,0JB00ZZ	,1,EXCISION OF SCALP SUBCUTANEOUS TISSUE AND FASCIA; OPEN APPROACH	,
23972,0VB5XZZ	,1,EXCISION OF SCROTUM; EXTERNAL APPROACH	,NULL
23973,0VB5XZX	,1,EXCISION OF SCROTUM; EXTERNAL APPROACH; DIAGNOSTIC	,NULL
23974,0VB50ZZ	,1,EXCISION OF SCROTUM; OPEN APPROACH	,NULL
23975,0VB50ZX	,1,EXCISION OF SCROTUM; OPEN APPROACH; DIAGNOSTIC	,NULL
23976,0VB53ZZ	,1,EXCISION OF SCROTUM; PERCUTANEOUS APPROACH	,NULL
23977,0VB53ZX	,1,EXCISION OF SCROTUM; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
23978,0VB54ZZ	,1,EXCISION OF SCROTUM; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
23980,0DBN0ZZ	,1,EXCISION OF SIGMOID COLON; OPEN APPROACH	,NULL
23981,0DBN0ZX	,1,EXCISION OF SIGMOID COLON; OPEN APPROACH; DIAGNOSTIC	,NULL
23983,0DBN3ZX	,1,EXCISION OF SIGMOID COLON; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
23984,0DBN4ZZ	,1,EXCISION OF SIGMOID COLON; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
23985,0DBN4ZX	,1,EXCISION OF SIGMOID COLON; PERCUTANEOUS ENDOSCOPIC APPROACH; DIAGNOSTIC	,NULL
23987,0DBN8ZZ	,1,EXCISION OF SIGMOID COLON; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC	,NULL
23989,0NB00ZZ	,1,EXCISION OF SKULL; OPEN APPROACH	,NULL
23995,0DB80ZX	,1,EXCISION OF SMALL INTESTINE; OPEN APPROACH; DIAGNOSTIC	,NULL
23997,0DB83ZX	,1,EXCISION OF SMALL INTESTINE; PERCUTANEOUS APPROACH; DIAGNOSTIC	,
23998,0DB84ZZ	,1,EXCISION OF SMALL INTESTINE; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
23999,0DB84ZX	,1,EXCISION OF SMALL INTESTINE; PERCUTANEOUS ENDOSCOPIC APPROACH; DIAGNOSTIC	,
24002,0DB88ZX	,1,EXCISION OF SMALL INTESTINE; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC; DIAGNOSTIC	,NULL
24004,0CB3XZZ	,1,EXCISION OF SOFT PALATE; EXTERNAL APPROACH	,
24005,0CB3XZX	,1,EXCISION OF SOFT PALATE; EXTERNAL APPROACH; DIAGNOSTIC	,NULL
24007,0CB30ZX	,1,EXCISION OF SOFT PALATE; OPEN APPROACH; DIAGNOSTIC	,
24010,00BT0ZZ	,1,EXCISION OF SPINAL MENINGES; OPEN APPROACH	,NULL
24016,07BP0ZZ	,1,EXCISION OF SPLEEN; OPEN APPROACH	,NULL
24017,07BP0ZX	,1,EXCISION OF SPLEEN; OPEN APPROACH; DIAGNOSTIC	,NULL
24019,07BP4ZZ	,1,EXCISION OF SPLEEN; PERCUTANEOUS ENDOSCOPIC APPROACH	,
24020,07BP4ZX	,1,EXCISION OF SPLEEN; PERCUTANEOUS ENDOSCOPIC APPROACH; DIAGNOSTIC	,
24027,06B10ZZ	,1,EXCISION OF SPLENIC VEIN; OPEN APPROACH	,
24028,06B10ZX	,1,EXCISION OF SPLENIC VEIN; OPEN APPROACH; DIAGNOSTIC	,
24034,0PB00ZX	,1,EXCISION OF STERNUM; OPEN APPROACH; DIAGNOSTIC	,
24036,0PB03ZX	,1,EXCISION OF STERNUM; PERCUTANEOUS APPROACH; DIAGNOSTIC	,
24039,0DB60ZZ	,1,EXCISION OF STOMACH; OPEN APPROACH	,NULL
24040,0DB60ZX	,1,EXCISION OF STOMACH; OPEN APPROACH; DIAGNOSTIC	,NULL
24041,0DB60Z3	,1,EXCISION OF STOMACH; OPEN APPROACH; VERTICAL	,NULL
24043,0DB63ZX	,1,EXCISION OF STOMACH; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
24045,0DB64ZZ	,1,EXCISION OF STOMACH; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
24046,0DB64ZX	,1,EXCISION OF STOMACH; PERCUTANEOUS ENDOSCOPIC APPROACH; DIAGNOSTIC	,
24048,0DB70ZZ	,1,EXCISION OF STOMACH; PYLORUS; OPEN APPROACH	,NULL
24049,0DB70ZX	,1,EXCISION OF STOMACH; PYLORUS; OPEN APPROACH; DIAGNOSTIC	,NULL
24051,0DB73ZX	,1,EXCISION OF STOMACH; PYLORUS; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
24052,0DB74ZZ	,1,EXCISION OF STOMACH; PYLORUS; PERCUTANEOUS ENDOSCOPIC APPROACH	,NULL
24053,0DB74ZX	,1,EXCISION OF STOMACH; PYLORUS; PERCUTANEOUS ENDOSCOPIC APPROACH; DIAGNOSTIC	,NULL
24059,0DB68Z3	,1,EXCISION OF STOMACH; VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC; VERTICAL	,
24074,02BV0ZZ	,1,EXCISION OF SUPERIOR VENA CAVA; OPEN APPROACH	,
24095,00B94ZX	,1,EXCISION OF THALAMUS; PERCUTANEOUS ENDOSCOPIC APPROACH; DIAGNOSTIC	,
24096,02BW0ZZ	,1,EXCISION OF THORACIC AORTA; OPEN APPROACH	,
24102,07BK0ZZ	,1,EXCISION OF THORACIC DUCT; OPEN APPROACH	,NULL
24109,01B80ZX	,1,EXCISION OF THORACIC NERVE; OPEN APPROACH; DIAGNOSTIC	,
24129,0PB43ZX	,1,EXCISION OF THORACIC VERTEBRA; PERCUTANEOUS APPROACH; DIAGNOSTIC	,
24156,07B70ZZ	,1,EXCISION OF THORAX LYMPHATIC; OPEN APPROACH	,NULL
24157,07B70ZX	,1,EXCISION OF THORAX LYMPHATIC; OPEN APPROACH; DIAGNOSTIC	,NULL
24159,07B73ZX	,1,EXCISION OF THORAX LYMPHATIC; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
24160,07B74ZZ	,1,EXCISION OF THORAX LYMPHATIC; PERCUTANEOUS ENDOSCOPIC APPROACH	,
24161,07B74ZX	,1,EXCISION OF THORAX LYMPHATIC; PERCUTANEOUS ENDOSCOPIC APPROACH; DIAGNOSTIC	,NULL
24162,07BM0ZZ	,1,EXCISION OF THYMUS; OPEN APPROACH	,
24168,0GBJ0ZX,1,EXCISION OF THYROID GLAND ISTHMUS OPEN APPRO,NULL
24175,0HBRXZZ	,1,EXCISION OF TOE NAIL; EXTERNAL APPROACH	,NULL
24176,0HBRXZX	,1,EXCISION OF TOE NAIL; EXTERNAL APPROACH; DIAGNOSTIC	,
24177,0CB7XZZ	,1,EXCISION OF TONGUE; EXTERNAL APPROACH	,NULL
24178,0CB7XZX	,1,EXCISION OF TONGUE; EXTERNAL APPROACH; DIAGNOSTIC	,
24179,0CB70ZZ	,1,EXCISION OF TONGUE; OPEN APPROACH	,NULL
24180,0CB70ZX	,1,EXCISION OF TONGUE; OPEN APPROACH; DIAGNOSTIC	,
24187,0CB73ZZ	,1,EXCISION OF TONGUE; PERCUTANEOUS APPROACH	,NULL
24188,0CBPXZZ	,1,EXCISION OF TONSILS; EXTERNAL APPROACH	,
24189,0CBPXZX	,1,EXCISION OF TONSILS; EXTERNAL APPROACH; DIAGNOSTIC	,
24190,0CBP0ZZ	,1,EXCISION OF TONSILS; OPEN APPROACH	,
24193,0CBP3ZX	,1,EXCISION OF TONSILS; PERCUTANEOUS APPROACH; DIAGNOSTIC	,NULL
24194,0BB10ZZ	,1,EXCISION OF TRACHEA; OPEN APPROACH	,
